,author,content,sentiment
31899,BravoBride,"I like this bride's sense of humor, she wore this wedding gown once...by accident!  http://bit.ly/Tnshf",happiness
36663,kricket_rc234,"@alyssa905 Ooh, there you are, haha. Thanks, posted it!",surprise
38577,MollieMcFly,"@AmazingPhil How BOut What Your Doing Now, or what you gonna do today  lol",love
7452,faceattack,@vegansteak yeah dude. Mike is out,neutral
5197,MidgyWidgy,Facebook.com isint letting me change my profile picture,empty
26270,ashwan,@twistedscience It rained here too,neutral
17793,MABcrew,Haven't used twitter in awhile. BGT!! DRAWING!! SUMMER!! FINALS,love
13210,vicomtesse,"@wolulcmit @dubow just finished mine, some parts were remarkably difficult  cramming kanji now!",relief
15995,19fischi75,@Impala_Guy Me neither  But itï¿½s getting better,worry
28992,AshleyTaylor_x3,You can't take this feeling away from me&lt;3. going to lay down &amp; watch a movie.,happiness
21057,raebo,@KevinRButters i was in chiangmai for a month last year during loy krathong. best festival ever.,happiness
7206,JNEM19,"I kno I'm behind the times on this one, but I just learned that Troy &quot;t-bag&quot; Dixon died back on dec. 8th 2008. RIP Troy.",sadness
21267,MissxMarisa,"@shortyyyy Thank you  I liked Joe's clothes' being ripped off and then Kevin screaming, &quot;Who are you!?!&quot; XD",love
22191,NathanMillson,@Leesa_W wow-thanks soo much. Hope your well,love
3809,Puppykat84,@Eminem can't wait for that!! recently bought metallia guitar hero but cant play it coz my sony tv went kaput!,sadness
25097,breenapeszko,"Oh my Gosh,so close to finishing my song! I can't wait!",happiness
21067,marco_cali,@rhettroberts haha best thing about office birthdays hey,happiness
5543,megerah,industrial tommorow! oh yeah &amp; I get to go see a bunch of old people go away forever &amp; I will probably cry all over the place.,worry
29007,jtothenel,And I just left ana's. Graduation and u saw laura carlos's ex and she's still whack,worry
36863,fazabdulgaffa,@jigang Was pawing thru Elle &amp; saw you innit!,neutral
29978,bella_mella,spent a few hours being a camera whore with palina,neutral
20947,Yorksville,Good morning,happiness
35565,kalunina,"a slightly less disturbed night, after a while, which is a Good Thing. Looking forward to some quality time with my toadtastic boy",love
32463,AGORACOM,"@howardlindzon You're such a kiss ass   Looking forward to central, mountain and pacific mother's day tweets.  Don't forget about PEI",sadness
17653,BecaBear,@architeuth1s oh no fair.... thats in 9 hours,worry
29092,RClapham,@gashead Prowse? I got a Christmas card of him last year.  &amp; I wish I had the money right now. Saving for an apartment,relief
34152,anilam18,@missflipflop Night girl! Seriously want to hear stories when you can,fun
35519,shyheartsjordan,@jairodriguez you are super hot on your show,worry
33065,twebbstack,@ztnewetnorb yes yes yes lotsa fun  i cant wait. dont like make up with shaun too much in front of me tho cos ill get awkard haha,fun
8635,reservoirdogs,my whole back is burnt from tanning. ouch,worry
4873,spartan11,Men it's far too sunny,neutral
13907,MRMIMe,@hauntyou Umm..ok..just don't start cats on fire..  ...promise,neutral
2077,PrincessXLauryn,likes being friends but it hurts when u love your friend but the feelings arent the same. trying to sleep. has to really try to give up.,sadness
15029,yelenalynnexo,@theAV8TR dont quit.,sadness
14209,grekwood,"nothing much on tv, seen most of the good stuff...think i'll go to bed soon, but it's too hot to sleep",empty
29327,babychuck,@nancyisgold hahahaha! i laughed my ass off just now. thanks,love
24368,kishorcariappa,@thomasapdewi he always brightens up &quot;the week&quot; ?,neutral
3009,applexible,Got a day of painting,neutral
18613,Xx_JessicaB_xX,@xx_Megan_xx Thats all i've seen too   5 till 7 is the 2 hours I normally sleep so I missed it :mad: haha,worry
15216,KirstieaSmith,im quite upset do I really look under 15 :| they must have thought i was 14 or something ! Whatt ! thats unfair,surprise
19226,miserablefreak,says Morning.  http://plurk.com/p/x34ap,happiness
2537,philshills,nobody loves me on twitter,sadness
16395,laughingg86,@sky14kemea There gone.  Now I'm going home.  Make me sad to leave the mall.,sadness
7498,djauslicht,I hope amy is okai,worry
20426,ChineseLearn,@lightgood Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy,neutral
10770,krees91,"YAYAYYAYAYAY Toy Story 3 is coming out. June 18, 2010 though",worry
32535,jenninabox,Drinks &amp;&amp; din w/ Amy and Lori,happiness
30313,tn_femme,@shygamer @Zeralyn I told ya'll I am a good girl. You can see my halo and everything,happiness
21889,captainslog,"@rickiep00h  no, you didn't fail.  thanks",empty
23238,jochaguevara,"@DD_Lovato oh I see. Thanks for replying. anyway, how are you?",neutral
21684,Chihiro_chan,"Here comes the sun, here comes the sun, and I say it's all right",neutral
28635,naser_ona,Belting Next to Normal is a fabulous evening choice,happiness
320,megan_kelli,"Hanging out with sam, billy, and veronica. not going to school tomorrow to take sam to body shops. Dang car accidents",worry
7135,jprintup,Is almost pacing while waiting for UPS truck with my package from Ichiban Kan -- probably not until 18:00 EST,neutral
17755,hsahsa,"@dougiemcfly you're ALWAYS awesome, Dougie. have a great gig tonight, wish I were there again  Love you, thanks for yesterday!",love
39861,Jag999,@irishpixie36 ok Im off to pc world then  x x tweet u later x x lol,fun
11984,Fitat31,I don't feel so good after eating all that food  ugh.,worry
24881,Carolinehobday,Going into liverpool soon,neutral
26627,Joy_B,@KarenSindayen hey we were doing the same thing this weekend! but it was for the kiddos...gotta love ikea,love
33654,scottyriding,"@jefebarrio it was put on by our neighborhood, so just a little one. Like 25 runners. I got 1st place, with an okay time. I was happy.",happiness
36653,mnowluck,Inspite of the spams.. I can't stop losing this twittergadget. I love twitting from Gmail,hate
31831,AJsCuTiePiE93,@howie_d Wish Leigh a Happy Mother's Day for me! It's midnight in NY,happiness
3178,bekkynixon,@neg2led what's wrong?  maybe I can help?,worry
244,retroglo,@tarng Trudy's off Burnet...the one up north that no one goes to,empty
14758,lfinkelstein,Two week extension on contract ... I'm ready for it to be done,happiness
23853,amirahrah,"@happy_pills we have a punching bag here! but ive never touched it, covered with my brother's sweat.. but u can use it if u want! hehe",happiness
16527,ricaird,"What did I learn today? Never post anything you've sold on ebay using royal mail. They lose it, I refund: compo's nowhere near - my bad",sadness
32528,katrivinna,today i get to sleep in!,neutral
24535,Lindseyx45,Young money,neutral
35131,MiniRowRow,"has uploaded her runs onto NikePlus.com ...   Run, Row.Row., RUN!!!",neutral
1161,StephiieG,@andyclemmensen you didnt send me the text,worry
39811,Greg_McDougall,"Morning all, finally got to stream media from PC to PS3 via wireless router, much easier than using a USB dongle, ah, techy simplicity.",relief
22337,wstcstsmkr,city in a bittt.,neutral
287,Simranvfc,night night twitter world. [still cant believe the thomas thing  tomorrow's gunna be FUN/SAD],neutral
26206,BostonPRchic,@dannywood guessing... Ran 4 miles &amp; gym? Superman you  oxox,fun
35230,Quimo,@RetroRewind Thank You I came on late so YES didn't have a chance to hear it,worry
10068,chogokin,"@tandmark well at least they have good taste in art,cabinet appts.not so much",neutral
10680,pdxphotog,On the plane to yosemite. Forgot my laptop at home,worry
12450,craiginscotland,Radio Royals AM Transmitter has packed up today... not good   Anyone got a spare in your shed... lol,worry
1170,neonpowerbomb,@gettothefalcon i miss that too,neutral
4675,SniffapaloozaKA,Nothing like yoga to clear the mind and make you realize how crappy things really are,sadness
10374,elhubcapo,@ASinisterDuck such a shit show,worry
31308,uvifera79,Be my Yoko Ono and follow me wherever I may go !,worry
30497,JenSiopao,"Why do you think people say, &quot;save the drama fo yo mama?&quot; I'm sure even yo mama wouldn't wanna listen to ur drama. Ode to mother's day!",love
26553,david_tabary,May the 4th be with you,happiness
33045,maggieconnors,Sittting in my seat watching the tyra show,neutral
36030,bizzylittlebee,@laurenkel pancakes!! with lemon and sugar thanks!,happiness
23165,hokeypokeyindia,"@ankitbathija Did we hear our name ? Thanks Ankit, get them on to our parlour   #HokeyPokeyBandra",fun
25491,JeriJoBarker,bought my dress yesterday!!  Only 12 more days til Chris is home. So excited! Gavin has his first tooth,happiness
28164,FourTen,"@GaryED46 I'm supposed to be bug fixing, and I'm Twittering, too. It's not good enough. It's Twitter or work. Bug fixing will have to go.",worry
36288,RochelleReyes,@NathanFillion Your window ledge is decorated quite appropriately. I love it,love
3121,LotsOfSexyPants,Good Morning Every1!!! Its gorgeous out again n im stuck in work  Wish i was at home chillin out.. Hopefully tha day goes quick  doh !!,happiness
17695,tfproductions,Looks like its another night at the office lol,sadness
22766,cookiemonster82,I am now following @TherealWill - One of my favourite actors!,happiness
31301,semipenguin,@IdRatherBeSki @siriuslyheather They follow me,neutral
13861,jessiiemcfly,"aidan, please",neutral
37721,Hetty4Christ,@DeanBenninger God bless you my dear friend...,relief
31730,laurenadrienne,Yay got the Internet on my itouch working,relief
931,Maya_L,@angelazodiak Aww maybe i traumatized her.,neutral
30062,aprileelcich,"@yourself_onfire I think Letitia is still trying to upload the digital, they were having problems before. I am sure she will let us know",neutral
691,PeKii97,HII!! Thatsï¿½meE!! I woke up and I am goinG to SchooL... Why me??,neutral
6364,melons_2009,"Loving the sun today, even thought I should be revising. Not a good day though, been at Kates all afty, shit day for her bless her  x",happiness
18293,MsDelaney,@ChellyBelle I'm chopped liver.,worry
20950,NaylahAlzayani,All moved in to our new apartment. So exciting,happiness
39456,catherinecas,Happy mother's day to all moms out there!  i just played tong-its a while ago.,love
16428,BrioniM09,hey @mitchelmusso i tried callin u but it wont let me,worry
20323,insic,@farrahdy take a medicine,neutral
4319,hannah106,Thinks that my friends lifes go around with what they boyfriends do and then they have not time for us girls,worry
3969,AndreaDG,"@i_dulay i swear it took me 2 hours to get from bel air to alabang.  but yes, i LOVED reminiscing about our HK trip with you &amp; @cdeocampo",happiness
25763,Meyeah,watching ALIAS from the beginning... approximately for the 117th time,neutral
4926,Becci_McFry,i really want to see cash cash again,happiness
4933,rickoshea,@WillKnott,neutral
14616,MBunk_007,@nickwall0 Im not bannished... but I am at work till 6,sadness
13971,mattaiken,@MrsSeear me too! Yay he got in. And the other kid who cries a lot,relief
38569,labprim8,just had the first lie-in in months  it was great. now for mooching about the house,happiness
23862,linnetwoods,"@MacQuid You're a fine looking set of neighbours, I must say! Lots of compliments have been showered upon your header graphic too",worry
22692,sydsal,Just touched down in Changi. +1/2 hrs to kill before heading to Penang.  Must fly singapore air more often!,happiness
3092,replete,@benmatewe being updated to have multiple 'skins' for different GT members. Nightmare. 82k of CSS to hack!  No time to redo; woe is me.,love
21097,cookiemonster82,@LiliCosic Morning!How are you feeling?I thought you were taking a laptop hiatus?!,neutral
12748,DrAsscrackNinja,doesn't want to go to work....,neutral
24338,Sweena,@antony Hahahahahahahahahah! That tickled me so much!,happiness
38889,oinkflu,@11hunabku11 Swine Flu victims unite  http://oinkflu.info,happiness
15790,twilightlover75,super bored on a friday night,worry
3982,Phee78,@HeathersNotBSC No.  I was thinking just before how much I miss my T-Dub.,worry
20674,255rachel,@hot30 can you please have a short stakc competition,sadness
